Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
498,51,0m 51s,-23.74668865,-46.57802978,P-GPS,142.7,43.5,,,4.1,1.8,2.6,1.2,408.1,124.4,-23.74615042,-46.5769583,15,5,49,14.956,0.016,3.731,3.747,3.744,3.734,-1.6,-0.9,0,4.9,-28.8,-60.2,299.8,364,1024,1024,1024,1024,,,,,
499,51.1,0m 51.1s,-23.74669036,-46.57803025,P-GPS,142.7,43.5,,,4.9,2.2,4.0,1.8,408.6,124.5,-23.74615042,-46.5769583,15,5,49,14.956,0.016,3.731,3.747,3.744,3.734,-1.9,-1.1,0,4.4,-26.5,-60.1,299.9,364,1024,1024,1024,1024,,,,,
500,51.2,0m 51.2s,-23.74669241,-46.57803113,P-GPS,142.7,43.5,,,5.7,2.6,4.7,2.1,409.2,124.7,-23.74615042,-46.5769583,15,5,49,14.956,0.016,3.731,3.747,3.744,3.734,-2.2,-1.3,0,3.8,-25,-59.8,300.2,364,1024,1024,1024,1024,,,,,
501,51.3,0m 51.3s,-23.74669477,-46.57803208,P-GPS,142.7,43.5,,,6.5,2.9,5.8,2.6,409.9,124.9,-23.74615042,-46.5769583,15,5,49,14.956,0.016,3.731,3.747,3.744,3.734,-2.5,-1.5,-0.1,4.3,-24.7,-59.9,300.1,364,1024,1024,1024,1024,,,,,
502,51.4,0m 51.4s,-23.74669733,-46.57803327,P-GPS,143.0,43.6,,,7.0,3.1,6.5,2.9,410.7,125.2,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-2.7,-1.6,0,5.1,-24.1,-60.2,299.8,364,1024,1024,1024,1024,,,,,
503,51.5,0m 51.5s,-23.74670017,-46.57803445,P-GPS,143.0,43.6,,,7.8,3.5,7.3,3.3,411.5,125.4,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-3,-1.8,-0.1,5,-23.5,-60.2,299.8,364,1024,1024,1024,1024,,,,,
504,51.6,0m 51.6s,-23.74670317,-46.57803582,P-GPS,143.0,43.6,,,8.3,3.7,7.8,3.5,412.4,125.7,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-3.2,-1.9,-0.1,5,-23.4,-60.2,299.8,364,1024,1024,1024,1024,,,,,
505,51.7,0m 51.7s,-23.74670639,-46.57803716,P-GPS,143.4,43.7,,,8.8,3.9,8.4,3.7,413.4,126.0,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-3.4,-2,-0.1,5,-23.6,-60.1,299.9,364,1024,1024,1024,1024,,,,,
506,51.8,0m 51.8s,-23.74670971,-46.5780387,P-GPS,143.4,43.7,,,8.8,3.9,8.8,3.9,414.5,126.3,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-3.6,-2.1,-0.1,5,-23.8,-60.1,299.9,364,1024,1024,1024,1024,,,,,
507,51.9,0m 51.9s,-23.7467132,-46.57804016,P-GPS,143.4,43.7,,,9.6,4.3,9.1,4.1,415.5,126.6,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-3.7,-2.2,-0.1,5.1,-24.1,-60.2,299.8,364,1024,1024,1024,1024,,,,,
508,52,0m 52s,-23.74671678,-46.57804185,P-GPS,143.4,43.7,,,10.1,4.5,9.6,4.3,416.6,127.0,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-3.9,-2.3,0,5.8,-23.8,-60.5,299.5,364,1024,1024,1024,1024,,,,,
509,52.1,0m 52.1s,-23.74672046,-46.57804341,P-GPS,143.7,43.8,,,10.3,4.6,9.7,4.4,417.8,127.3,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4,-2.3,-0.1,7.3,-23.5,-61,299,376,1024,1024,1024,1024,,,,,
510,52.2,0m 52.2s,-23.74672422,-46.57804511,P-GPS,143.7,43.8,,,10.5,4.7,10.0,4.5,418.9,127.7,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.1,-2.3,0,6.9,-23.9,-60.9,299.1,374,1024,1024,1024,1024,,,,,
511,52.3,0m 52.3s,-23.7467281,-46.57804659,P-GPS,144.0,43.9,,,10.9,4.9,10.2,4.6,420.1,128.0,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.3,-2.3,0,5.4,-24.2,-60.2,299.8,414,1024,1024,1024,1024,,,,,
512,52.4,0m 52.4s,-23.7467321,-46.5780483,P-GPS,144.0,43.9,,,11.2,5.0,10.5,4.7,421.3,128.4,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.4,-2.4,0,4.3,-24.3,-59.8,300.2,464,1024,1024,1024,1024,,,,,
513,52.5,0m 52.5s,-23.74673618,-46.57804987,P-GPS,144.0,43.9,,,11.4,5.1,10.8,4.8,422.5,128.8,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.5,-2.4,0,5.8,-23.9,-60.3,299.7,464,1024,1024,1024,1024,,,,,
514,52.6,0m 52.6s,-23.7467404,-46.57805165,P-GPS,144.4,44.0,,,11.8,5.3,11.0,4.9,423.8,129.2,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.7,-2.4,0,6.8,-21.6,-60.6,299.4,505,1024,1024,1024,1024,,,,,
515,52.7,0m 52.7s,-23.74674473,-46.5780532,P-GPS,144.4,44.0,,,12.0,5.4,11.3,5.0,425.0,129.6,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.8,-2.4,0.1,5.6,-17.6,-60.1,299.9,525,1024,1024,1066,1024,,,,,
516,52.8,0m 52.8s,-23.74674914,-46.57805492,P-GPS,144.4,44.0,,,12.0,5.4,11.5,5.1,426.4,130.0,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.8,-2.4,0.1,3.8,-14.1,-59.4,300.6,532,1024,1024,1311,1024,,,,,
517,52.9,0m 52.9s,-23.74675352,-46.57805646,P-GPS,144.4,44.0,,,12.0,5.4,11.6,5.2,427.6,130.3,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.8,-2.4,0.1,3,-11.7,-59,301,578,1024,1024,1318,1024,,,,,
518,53,0m 53s,-23.74675787,-46.57805822,P-GPS,144.4,44.0,,,12.0,5.4,11.5,5.2,428.9,130.7,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.8,-2.4,0.1,3.6,-8,-58,302,613,1024,1024,1024,1024,,,,,
519,53.1,0m 53.1s,-23.74676212,-46.57805982,P-GPS,144.0,43.9,,,11.8,5.3,11.3,5.1,430.2,131.1,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.7,-2.4,0.2,4.7,-3.8,-57.4,302.6,695,1040,1024,1024,1024,,,,,
520,53.2,0m 53.2s,-23.74676627,-46.57806158,P-GPS,144.0,43.9,,,11.3,5.1,11.1,5.0,431.5,131.5,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.5,-2.3,0.2,5.6,-0.4,-57.4,302.6,720,1024,1024,1024,1024,,,,,
521,53.3,0m 53.3s,-23.74677024,-46.57806306,P-GPS,143.7,43.8,,,10.9,4.9,10.7,4.8,432.7,131.9,-23.74615042,-46.5769583,15,5,49,14.944,0.019,3.731,3.746,3.74,3.727,-4.4,-2.1,0.2,4.6,2.3,-57.3,302.7,798,1024,1024,1024,1024,,,,,
522,53.4,0m 53.4s,-23.74677405,-46.57806456,P-GPS,143.7,43.8,,,10.2,4.6,10.3,4.6,433.8,132.2,-23.74615042,-46.5769583,15,5,48,14.885,0.016,3.713,3.729,3.727,3.716,-4.1,-2,0.2,3.9,4.2,-57.3,302.7,796,1024,1024,1117,1024,,,,,
523,53.5,0m 53.5s,-23.74677759,-46.57806577,P-GPS,143.7,43.8,,,9.6,4.3,9.6,4.3,434.8,132.5,-23.74615042,-46.5769583,15,5,48,14.885,0.016,3.713,3.729,3.727,3.716,-3.9,-1.8,0.3,3.9,5.1,-57.4,302.6,811,1024,1024,1024,1024,,,,,
524,53.6,0m 53.6s,-23.74678097,-46.57806696,P-GPS,143.4,43.7,,,9.0,4.0,9.0,4.0,435.8,132.8,-23.74615042,-46.5769583,15,5,48,14.885,0.016,3.713,3.729,3.727,3.716,-3.7,-1.6,0.3,4.2,5.8,-57.5,302.5,796,1024,1024,1037,1024,,,,,
525,53.7,0m 53.7s,-23.74678416,-46.57806803,P-GPS,143.0,43.6,,,8.4,3.8,8.6,3.9,436.8,133.1,-23.74615042,-46.5769583,15,5,48,14.885,0.016,3.713,3.729,3.727,3.716,-3.5,-1.4,0.3,4,6.4,-57.6,302.4,780,1024,1024,1366,1024,,,,,
526,53.8,0m 53.8s,-23.74678695,-46.57806862,P-GPS,143.0,43.6,,,7.7,3.4,7.7,3.4,437.5,133.3,-23.74615042,-46.5769583,15,5,48,14.885,0.016,3.713,3.729,3.727,3.716,-3.2,-1.2,0.3,3.7,6.6,-57.8,302.2,792,1024,1024,1420,1024,,,,,
527,53.9,0m 53.9s,-23.74678964,-46.57806929,P-GPS,142.7,43.5,,,7.1,3.2,6.9,3.1,438.2,133.6,-23.74615042,-46.5769583,15,5,48,14.885,0.016,3.713,3.729,3.727,3.716,-3,-1,0.3,3.6,7,-56.9,303.1,792,1024,1024,1095,1024,,,,,
528,54,0m 54s,-23.74679202,-46.57806963,P-GPS,142.7,43.5,,,6.6,2.9,6.5,2.9,438.7,133.7,-23.74615042,-46.5769583,15,5,48,14.885,0.016,3.713,3.729,3.727,3.716,-2.8,-0.9,0.2,2.8,7.1,-55.3,304.7,782,1024,1024,1024,1024,,,,,
529,54.1,0m 54.1s,-23.74679431,-46.57807001,P-GPS,142.4,43.4,,,6.0,2.7,5.9,2.6,439.3,133.9,-23.74615042,-46.5769583,15,5,48,14.885,0.016,3.713,3.729,3.727,3.716,-2.6,-0.7,0.2,2.1,5.8,-55.5,304.5,791,1024,1024,1024,1024,,,,,
530,54.2,0m 54.2s,-23.74679635,-46.57807015,P-GPS,142.4,43.4,,,5.5,2.5,5.3,2.4,439.7,134.0,-23.74615042,-46.5769583,15,5,48,14.885,0.016,3.713,3.729,3.727,3.716,-2.4,-0.6,0.1,2.5,4.8,-55.6,304.4,795,1024,1024,1024,1024,,,,,
531,54.3,0m 54.3s,-23.74679824,-46.57807021,P-GPS,142.4,43.4,,,5.1,2.3,4.9,2.2,440.1,134.1,-23.74615042,-46.5769583,15,5,48,14.885,0.016,3.713,3.729,3.727,3.716,-2.2,-0.5,0.1,2,4.4,-55.7,304.3,795,1024,1024,1024,1024,,,,,
532,54.4,0m 54.4s,-23.74680005,-46.57807031,P-GPS,142.4,43.4,,,4.6,2.0,4.5,2.0,440.5,134.3,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-2,-0.4,0,1.4,3.9,-55.7,304.3,792,1024,1024,1246,1024,,,,,
533,54.5,0m 54.5s,-23.74680171,-46.57807036,P-GPS,142.4,43.4,,,4.1,1.8,4.2,1.9,440.8,134.4,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-1.8,-0.3,0,1.2,3.4,-55.7,304.3,785,1024,1024,1553,1024,,,,,
534,54.6,0m 54.6s,-23.74680309,-46.57807026,P-GPS,142.4,43.4,,,4.1,1.8,3.7,1.6,441.1,134.4,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-1.7,-0.2,0,1.1,2.8,-55.6,304.4,801,1024,1024,1339,1026,,,,,
535,54.7,0m 54.7s,-23.74680441,-46.5780702,P-GPS,142.4,43.4,,,3.4,1.5,3.4,1.5,441.3,134.5,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-1.5,-0.1,0,1.6,2.1,-51.4,308.6,797,1024,1024,1024,1024,,,,,
536,54.8,0m 54.8s,-23.74680556,-46.57807001,P-GPS,142.4,43.4,,,3.1,1.4,3.0,1.3,441.5,134.6,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-1.4,-0.1,-0.1,0.6,1.4,-48.9,311.1,811,1024,1024,1024,1024,,,,,
537,54.9,0m 54.9s,-23.74680663,-46.57806987,P-GPS,142.4,43.4,,,2.7,1.2,2.8,1.3,441.7,134.6,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-1.2,0,0,0.3,0.1,-48.8,311.2,801,1024,1024,1024,1024,,,,,
538,55,0m 55s,-23.74680759,-46.57806968,P-GPS,142.4,43.4,,,2.5,1.1,2.6,1.2,441.8,134.7,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-1.1,0,0,1.1,-0.6,-48.7,311.3,796,1024,1024,1024,1024,,,,,
539,55.1,0m 55.1s,-23.74680847,-46.57806948,P-GPS,142.1,43.3,,,2.2,1.0,2.4,1.1,441.9,134.7,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-1,0,0,1.4,-0.6,-48.7,311.3,795,1024,1024,1024,1024,,,,,
540,55.2,0m 55.2s,-23.74680929,-46.5780693,P-GPS,142.1,43.3,,,2.0,0.9,2.1,0.9,442.0,134.7,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.9,0,0,2,-0.3,-48.6,311.4,792,1024,1024,1024,1024,,,,,
541,55.3,0m 55.3s,-23.74681002,-46.57806913,P-GPS,142.1,43.3,,,1.8,0.8,1.8,0.8,442.1,134.8,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.8,0,0,2.2,-0.3,-48.7,311.3,785,1024,1024,1024,1024,,,,,
542,55.4,0m 55.4s,-23.74681066,-46.57806879,P-GPS,142.1,43.3,,,1.6,0.7,1.5,0.7,442.2,134.8,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.7,0,-0.1,2.9,-0.5,-48.7,311.3,784,1024,1024,1024,1024,,,,,
543,55.5,0m 55.5s,-23.74681123,-46.57806841,P-GPS,142.1,43.3,,,1.3,0.6,1.8,0.8,442.2,134.8,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.6,0,-0.1,3.4,-0.6,-48.8,311.2,769,1024,1024,1024,1024,,,,,
544,55.6,0m 55.6s,-23.74681175,-46.57806802,P-GPS,142.1,43.3,,,1.1,0.5,1.8,0.8,442.2,134.8,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.5,0.1,-0.1,3.9,-1.5,-48.7,311.3,745,1024,1024,1024,1024,,,,,
545,55.7,0m 55.7s,-23.74681223,-46.5780675,P-GPS,142.1,43.3,,,1.1,0.5,1.5,0.7,442.1,134.8,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.5,0.1,-0.1,4.3,-2.1,-48.8,311.2,753,1024,1024,1024,1024,,,,,
546,55.8,0m 55.8s,-23.74681265,-46.57806701,P-GPS,142.1,43.3,,,1.0,0.5,1.5,0.7,442.1,134.7,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.4,0.2,-0.1,3.6,-2.1,-48.8,311.2,753,1024,1024,1024,1024,,,,,
547,55.9,0m 55.9s,-23.74681303,-46.57806639,P-GPS,142.4,43.4,,,0.8,0.4,2.1,0.9,442.0,134.7,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.3,0.2,-0.2,3.2,-2.2,-48.8,311.2,1006,1087,1024,1024,1024,,,,,
548,56,0m 56s,-23.74681334,-46.5780658,P-GPS,142.4,43.4,,,0.6,0.3,1.8,0.8,441.9,134.7,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.2,0.2,-0.1,3.3,-2.8,-48.8,311.2,1024,1024,1024,1024,1024,,,,,
549,56.1,0m 56.1s,-23.74681359,-46.57806523,P-GPS,142.4,43.4,,,0.6,0.3,1.5,0.7,441.7,134.6,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.2,0.2,-0.1,3.4,-3,-48.7,311.3,1024,1024,1024,1024,1024,,,,,
550,56.2,0m 56.2s,-23.74681377,-46.57806444,P-GPS,142.4,43.4,,,0.7,0.3,1.8,0.8,441.6,134.6,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.1,0.3,0,3.8,-3.2,-48.7,311.3,1024,1024,1024,1024,1024,,,,,
551,56.3,0m 56.3s,-23.74681393,-46.57806364,P-GPS,142.4,43.4,,,0.7,0.3,1.8,0.8,441.4,134.5,-23.74615042,-46.5769583,15,5,48,15.017,0.014,3.747,3.761,3.758,3.751,-0.1,0.3,0,4.1,-2.9,-48.7,311.3,1024,1024,1024,1024,1024,,,,,
552,56.4,0m 56.4s,-23.74681407,-46.57806291,P-GPS,142.4,43.4,,,0.7,0.3,1.8,0.8,441.2,134.5,-23.74615042,-46.5769583,15,5,48,15.036,0.018,3.756,3.768,3.762,3.75,0,0.3,-0.1,3.9,-2.6,-48.8,311.2,1024,1024,1024,1024,1024,,,,,
553,56.5,0m 56.5s,-23.74681417,-46.57806205,P-GPS,142.4,43.4,,,0.7,0.3,2.1,0.9,441.0,134.4,-23.74615042,-46.5769583,15,5,48,15.036,0.018,3.756,3.768,3.762,3.75,0,0.3,-0.1,3.6,-2.7,-48.8,311.2,1024,1024,1024,1024,1024,,,,,
554,56.6,0m 56.6s,-23.74681419,-46.57806129,P-GPS,142.4,43.4,,,0.7,0.3,1.8,0.8,440.8,134.3,-23.74615042,-46.5769583,15,5,48,15.036,0.018,3.756,3.768,3.762,3.75,0,0.4,0,2.9,-3.1,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
555,56.7,0m 56.7s,-23.74681419,-46.57806038,P-GPS,142.4,43.4,,,0.9,0.4,1.8,0.8,440.5,134.3,-23.74615042,-46.5769583,15,5,48,15.036,0.018,3.756,3.768,3.762,3.75,0,0.4,0,3,-3.9,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
556,56.8,0m 56.8s,-23.74681413,-46.57805954,P-GPS,142.4,43.4,,,0.9,0.4,1.5,0.7,440.3,134.2,-23.74615042,-46.5769583,15,5,48,15.036,0.018,3.756,3.768,3.762,3.75,0.1,0.4,0,3.1,-6.3,-49,311,1024,1024,1024,1024,1024,,,,,
557,56.9,0m 56.9s,-23.74681409,-46.57805859,P-GPS,142.4,43.4,,,0.9,0.4,1.8,0.8,440.0,134.1,-23.74615042,-46.5769583,15,5,48,15.036,0.018,3.756,3.768,3.762,3.75,0.1,0.4,0,2.4,-7.5,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
558,57,0m 57s,-23.74681404,-46.57805778,P-GPS,142.4,43.4,,,0.7,0.3,1.8,0.8,439.8,134.0,-23.74615042,-46.5769583,15,5,48,15.036,0.018,3.756,3.768,3.762,3.75,0.1,0.3,-0.1,2.2,-7.9,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
559,57.1,0m 57.1s,-23.74681402,-46.57805689,P-GPS,142.4,43.4,,,0.7,0.3,1.8,0.8,439.5,134.0,-23.74615042,-46.5769583,15,5,48,15.036,0.018,3.756,3.768,3.762,3.75,0.1,0.3,0,2.4,-8.3,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
560,57.2,0m 57.2s,-23.746814,-46.57805618,P-GPS,142.4,43.4,,,0.7,0.3,2.1,0.9,439.3,133.9,-23.74615042,-46.5769583,15,5,48,15.036,0.018,3.756,3.768,3.762,3.75,0.1,0.2,-0.1,2.7,-8.3,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
561,57.3,0m 57.3s,-23.74681403,-46.57805539,P-GPS,142.4,43.4,,,0.4,0.2,2.1,0.9,439.1,133.8,-23.74615042,-46.5769583,15,5,48,15.036,0.018,3.756,3.768,3.762,3.75,0,0.2,0,2.2,-8.6,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
562,57.4,0m 57.4s,-23.74681408,-46.57805478,P-GPS,142.4,43.4,,,0.2,0.1,1.8,0.8,438.9,133.8,-23.74615042,-46.5769583,15,5,48,15.016,0.013,3.75,3.761,3.757,3.748,0,0.1,0,2,-8.4,-48.8,311.2,1024,1024,1024,1024,1024,,,,,
563,57.5,0m 57.5s,-23.74681419,-46.57805409,P-GPS,142.4,43.4,,,0.0,0.0,1.5,0.7,438.8,133.7,-23.74615042,-46.5769583,15,5,48,15.016,0.013,3.75,3.761,3.757,3.748,0,0,0,1.9,-7.5,-48.8,311.2,1024,1024,1024,1024,1024,,,,,
564,57.6,0m 57.6s,-23.74681428,-46.57805353,P-GPS,142.4,43.4,,,0.0,0.0,1.5,0.7,438.6,133.7,-23.74615042,-46.5769583,15,5,48,15.016,0.013,3.75,3.761,3.757,3.748,0,0,0,1.9,-7,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
565,57.7,0m 57.7s,-23.74681442,-46.57805287,P-GPS,142.4,43.4,,,0.0,0.0,1.5,0.7,438.5,133.6,-23.74615042,-46.5769583,15,5,48,15.016,0.013,3.75,3.761,3.757,3.748,0,0,0,2.6,-6.8,-49,311,1024,1024,1024,1024,1024,,,,,
566,57.8,0m 57.8s,-23.74681454,-46.57805235,P-GPS,142.4,43.4,,,0.0,0.0,1.5,0.7,438.3,133.6,-23.74615042,-46.5769583,15,5,48,15.016,0.013,3.75,3.761,3.757,3.748,0,0,0,2.7,-7.1,-49,311,1024,1024,1024,1024,1024,,,,,
567,57.9,0m 57.9s,-23.7468147,-46.57805168,P-GPS,142.4,43.4,,,0.0,0.0,1.5,0.7,438.2,133.6,-23.74615042,-46.5769583,15,5,48,15.016,0.013,3.75,3.761,3.757,3.748,0,0,0,2,-7.8,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
568,58,0m 58s,-23.74681484,-46.57805118,P-GPS,142.4,43.4,,,0.0,0.0,1.5,0.7,438.1,133.5,-23.74615042,-46.5769583,15,5,48,15.016,0.013,3.75,3.761,3.757,3.748,0,0,0,1.6,-7.4,-48.8,311.2,1024,1024,1024,1024,1024,,,,,
569,58.1,0m 58.1s,-23.74681497,-46.5780508,P-GPS,142.4,43.4,,,0.0,0.0,1.5,0.7,438.0,133.5,-23.74615042,-46.5769583,15,5,48,15.016,0.013,3.75,3.761,3.757,3.748,0,0,0,1.4,-7.3,-48.8,311.2,1024,1024,1024,1024,1024,,,,,
570,58.2,0m 58.2s,-23.74681521,-46.57805018,P-GPS,142.4,43.4,,,0.2,0.1,1.1,0.5,437.9,133.5,-23.74615042,-46.5769583,15,5,48,15.016,0.013,3.75,3.761,3.757,3.748,0,-0.1,0,1.4,-7.1,-48.8,311.2,1024,1024,1024,1024,1024,,,,,
571,58.3,0m 58.3s,-23.74681544,-46.57804962,P-GPS,142.4,43.4,,,0.2,0.1,1.5,0.7,437.8,133.4,-23.74615042,-46.5769583,15,5,48,15.016,0.013,3.75,3.761,3.757,3.748,0,-0.1,0,1.7,-6.5,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
572,58.4,0m 58.4s,-23.7468156,-46.57804924,P-GPS,142.4,43.4,,,0.2,0.1,1.1,0.5,437.7,133.4,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,-0.1,0,2.1,-6.2,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
573,58.5,0m 58.5s,-23.74681579,-46.57804871,P-GPS,142.4,43.4,,,0.2,0.1,1.5,0.7,437.6,133.4,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,-0.1,0,1.3,-6.4,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
574,58.6,0m 58.6s,-23.74681592,-46.57804835,P-GPS,142.4,43.4,,,0.4,0.2,1.1,0.5,437.5,133.4,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,-0.2,0,1,-6.6,-48.8,311.2,1024,1024,1024,1024,1024,,,,,
575,58.7,0m 58.7s,-23.74681608,-46.57804789,P-GPS,142.4,43.4,,,0.4,0.2,1.5,0.7,437.4,133.3,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,-0.2,0,2.4,-6.8,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
576,58.8,0m 58.8s,-23.7468162,-46.57804761,P-GPS,142.4,43.4,,,0.4,0.2,1.1,0.5,437.4,133.3,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,-0.2,0,2.6,-6.9,-48.9,311.1,1024,973,1024,1024,1024,,,,,
577,58.9,0m 58.9s,-23.74681631,-46.57804742,P-GPS,142.4,43.4,,,0.4,0.2,1.1,0.5,437.3,133.3,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,-0.2,-0.1,2.3,-6.9,-48.9,311.1,1024,948,1024,1024,1024,,,,,
578,59,0m 59s,-23.7468165,-46.57804695,P-GPS,142.4,43.4,,,0.4,0.2,1.1,0.5,437.2,133.3,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,-0.2,-0.1,3.5,-4.8,-49,311,1024,955,1024,1024,1024,,,,,
579,59.1,0m 59.1s,-23.74681669,-46.57804645,P-GPS,142.7,43.5,,,0.4,0.2,1.5,0.7,437.1,133.2,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,-0.2,-0.1,4.8,-3.3,-49,311,1024,1018,1024,1024,1024,,,,,
580,59.2,0m 59.2s,-23.74681682,-46.57804609,P-GPS,142.7,43.5,,,0.2,0.1,1.5,0.7,437.1,133.2,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,-0.1,-0.1,5.4,-3.5,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
581,59.3,0m 59.3s,-23.74681701,-46.57804551,P-GPS,142.7,43.5,,,0.2,0.1,1.1,0.5,436.9,133.2,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,-0.1,0,5,-3.6,-48.9,311.1,1024,1024,1024,1024,1024,,,,,
582,59.4,0m 59.4s,-23.74681717,-46.57804502,P-GPS,142.7,43.5,,,0.0,0.0,1.8,0.8,436.8,133.1,-23.74615042,-46.5769583,15,5,48,15.003,0.014,3.744,3.758,3.755,3.746,0,0,0,5.5,-3,-48.9,311.1,1024,943,1024,1024,1024,,,,,
