Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
11,1.1,0m 1.1s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.049,0.009,4.263,4.256,4.265,4.265,0,0,0,2.6,2.5,-32.5,327.5,0,0,0,0,0,,,,,
12,1.2,0m 1.2s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.049,0.009,4.263,4.256,4.265,4.265,0,0,0,2.7,2.6,-33.1,326.9,0,0,0,0,0,,,,,
13,1.3,0m 1.3s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.049,0.009,4.263,4.256,4.265,4.265,0,0,0,2.7,2.5,-33.5,326.5,0,0,0,0,0,,,,,
14,1.4,0m 1.4s,0,0,Starting Motors,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.049,0.009,4.263,4.256,4.265,4.265,0,0,0,2.6,2.5,-33.9,326.1,0,0,0,0,0,,,,,
15,1.5,0m 1.5s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.049,0.009,4.263,4.256,4.265,4.265,0,0,0,2.7,2.5,-34.6,325.4,0,0,0,0,0,,,,,
16,1.6,0m 1.6s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.049,0.009,4.263,4.256,4.265,4.265,0,0,0,2.6,2.5,-34.9,325.1,0,0,0,0,0,,,,,
17,1.7,0m 1.7s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.049,0.009,4.263,4.256,4.265,4.265,0,0,0,2.6,2.5,-35.3,324.7,0,0,0,0,0,,,,,
18,1.8,0m 1.8s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.049,0.009,4.263,4.256,4.265,4.265,0,0,0,2.5,2.5,-35.5,324.5,0,0,0,0,0,,,,,
19,1.9,0m 1.9s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.049,0.009,4.263,4.256,4.265,4.265,0,0,0,2.5,2.5,-36.1,323.9,0,0,0,0,0,,,,,
20,2,0m 2s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.049,0.009,4.263,4.256,4.265,4.265,0,0,0,2.3,2.5,-36.3,323.7,0,0,0,0,0,,,,,
21,2.1,0m 2.1s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.029,0.011,4.257,4.251,4.262,4.259,0,0,0,2.2,2.5,-36.5,323.5,0,0,0,0,0,,,,,
22,2.2,0m 2.2s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.029,0.011,4.257,4.251,4.262,4.259,0,0,0,1.5,2.5,-36.7,323.3,0,0,0,0,0,,,,,
23,2.3,0m 2.3s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.029,0.011,4.257,4.251,4.262,4.259,0,0,0,-0.6,1.9,-37.1,322.9,0,0,0,0,0,,,,,
24,2.4,0m 2.4s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,17.029,0.011,4.257,4.251,4.262,4.259,0,0,-0.2,-2,0.9,-37.2,322.8,0,0,0,0,0,,,,,
25,2.5,0m 2.5s,0,0,Auto Takeoff,0.0,0.0,0.7,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0,0,8,0,98,17.029,0.011,4.257,4.251,4.262,4.259,0.1,0,-0.4,-1.4,-0.2,-37.2,322.8,0,0,0,0,0,,,,,
26,2.6,0m 2.6s,0,0,Auto Takeoff,0.3,0.1,0.7,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0,0,8,0,98,17.029,0.011,4.257,4.251,4.262,4.259,0.1,0,-0.5,0,-0.7,-37.4,322.6,0,0,0,0,0,,,,,
27,2.7,0m 2.7s,0,0,Auto Takeoff,0.3,0.1,1.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0,0,8,0,98,17.029,0.011,4.257,4.251,4.262,4.259,0.1,0,-0.6,0.5,-0.6,-37.5,322.5,0,0,0,0,0,,,,,
28,2.8,0m 2.8s,0,0,Auto Takeoff,0.7,0.2,1.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0,0,8,0,98,17.029,0.011,4.257,4.251,4.262,4.259,0.1,0,-0.6,0.9,-0.4,-37.6,322.4,0,0,0,0,0,,,,,
29,2.9,0m 2.9s,0,0,Auto Takeoff,1.0,0.3,1.3,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0,0,8,0,98,17.029,0.011,4.257,4.251,4.262,4.259,0.1,0,-0.6,1.6,-0.4,-37.5,322.5,0,0,0,0,0,,,,,
30,3,0m 3s,0,0,Auto Takeoff,1.0,0.3,1.3,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0,0,8,0,98,17.029,0.011,4.257,4.251,4.262,4.259,0.1,0,-0.5,2.4,-0.1,-37.7,322.3,0,0,0,0,0,,,,,
31,3.1,0m 3.1s,0,0,Auto Takeoff,1.3,0.4,1.6,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0,0,8,0,98,16.906,0.021,4.238,4.224,4.227,4.217,0.1,0,-0.5,2.8,0,-37.9,322.1,0,0,0,0,0,,,,,
32,3.2,0m 3.2s,0,0,Auto Takeoff,1.3,0.4,1.6,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0,0,8,0,98,16.906,0.021,4.238,4.224,4.227,4.217,0.1,0,-0.4,2.9,-0.1,-37.7,322.3,0,0,0,0,0,,,,,
33,3.3,0m 3.3s,0,0,Auto Takeoff,1.6,0.5,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.906,0.021,4.238,4.224,4.227,4.217,0,0,-0.4,2.8,-0.1,-37.6,322.4,0,0,0,0,0,,,,,
34,3.4,0m 3.4s,0,0,Auto Takeoff,1.6,0.5,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.906,0.021,4.238,4.224,4.227,4.217,0,0,-0.4,2.4,-0.9,-37.5,322.5,0,0,0,0,0,,,,,
35,3.5,0m 3.5s,0,0,Auto Takeoff,1.6,0.5,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.906,0.021,4.238,4.224,4.227,4.217,0,0,-0.4,2.3,-1.4,-37.2,322.8,0,0,0,0,0,,,,,
36,3.6,0m 3.6s,0,0,Auto Takeoff,2.0,0.6,2.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.906,0.021,4.238,4.224,4.227,4.217,0,0,-0.4,2.5,-0.8,-37.2,322.8,0,0,0,0,0,,,,,
37,3.7,0m 3.7s,0,0,Auto Takeoff,2.0,0.6,2.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.906,0.021,4.238,4.224,4.227,4.217,0,0,-0.4,2.4,-0.6,-37.2,322.8,0,0,0,0,0,,,,,
38,3.8,0m 3.8s,0,0,Auto Takeoff,2.3,0.7,2.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.906,0.021,4.238,4.224,4.227,4.217,0,0,-0.4,2.5,-0.7,-37.1,322.9,0,0,0,0,0,,,,,
39,3.9,0m 3.9s,0,0,Auto Takeoff,2.3,0.7,2.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.906,0.021,4.238,4.224,4.227,4.217,0,0,-0.4,2.3,-0.5,-37.1,322.9,0,0,0,0,0,,,,,
40,4,0m 4s,0,0,Auto Takeoff,2.6,0.8,3.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.906,0.021,4.238,4.224,4.227,4.217,0,0,-0.4,2.1,-0.4,-37.2,322.8,0,0,0,0,0,,,,,
41,4.1,0m 4.1s,0,0,Auto Takeoff,2.6,0.8,3.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-0.4,2,0,-37.2,322.8,0,0,0,0,0,,,,,
42,4.3,0m 4.3s,-23.76208395,-46.59735559,Auto Takeoff,3.0,0.9,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-0.4,2.5,0.2,-37.3,322.7,0,0,0,0,0,,,,,
43,4.4,0m 4.4s,-23.76208393,-46.59735563,Auto Takeoff,3.3,1.0,3.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-0.4,2.7,0.2,-37.2,322.8,0,0,0,0,0,,,,,
44,4.5,0m 4.5s,-23.76208425,-46.59735558,P-GPS,3.3,1.0,3.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-0.4,2.3,0.6,-37.3,322.7,0,0,0,0,0,GPS Position NoMatch,,,GPS Position NoMatch,
45,4.6,0m 4.6s,-23.76208492,-46.59735542,P-GPS,3.6,1.1,3.6,1.1,0.0,0.0,1.5,0.7,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-0.3,2.3,1.1,-37.3,322.7,0,0,0,0,0,GPS Position NoMatch,,,GPS Position NoMatch,
46,4.7,0m 4.7s,-23.76208564,-46.59735524,P-GPS,3.6,1.1,3.9,1.2,0.0,0.0,1.8,0.8,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-0.2,2.2,0.7,-37.3,322.7,0,0,0,0,0,GPS Position NoMatch,,,GPS Position NoMatch,
47,4.8,0m 4.8s,-23.76208614,-46.59735509,P-GPS,3.6,1.1,3.9,1.2,0.0,0.0,1.5,0.7,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-0.1,2.5,0,-37.2,322.8,1024,1024,1024,1024,1038,GPS Position NoMatch,,,GPS Position NoMatch,
48,4.9,0m 4.9s,-23.76208662,-46.59735498,P-GPS,3.6,1.1,3.9,1.2,0.0,0.0,1.5,0.7,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,0,2.5,-0.2,-37.2,322.8,1024,1024,1024,1024,1024,GPS Position NoMatch,,,GPS Position NoMatch,
49,5,0m 5s,-23.76208692,-46.59735495,P-GPS,3.6,1.1,3.9,1.2,0.0,0.0,1.1,0.5,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,0,2.3,0,-37.2,322.8,1024,1024,1024,1024,1024,,,,,
50,5.1,0m 5.1s,-23.7620872,-46.59735497,P-GPS,3.6,1.1,3.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,0,2.3,0.3,-37.3,322.7,1024,1024,1024,1024,1121,,,,,
51,5.2,0m 5.2s,-23.76208741,-46.59735501,P-GPS,3.6,1.1,3.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,0,2.4,0.5,-37.3,322.7,1024,1024,1024,1024,1340,,,,,
52,5.3,0m 5.3s,-23.76208751,-46.59735511,P-GPS,3.6,1.1,3.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,0,2.4,0.1,-37.3,322.7,1024,1024,1024,1024,1505,,,,,
53,5.4,0m 5.4s,-23.76208757,-46.59735518,P-GPS,3.6,1.1,3.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,0,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,0,2.4,-0.4,-37.2,322.8,1024,1024,1024,1024,1569,,,,,
54,5.5,0m 5.5s,-23.7620875,-46.59735531,P-GPS,3.6,1.1,3.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,4,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-0.2,2.2,-0.4,-37.1,322.9,1024,1024,1024,1024,1570,,,,,
55,5.6,0m 5.6s,-23.76208746,-46.59735543,P-GPS,3.9,1.2,3.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,4,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-0.6,1.6,-0.2,-37.2,322.8,1024,1024,1024,1024,1566,,,,,
56,5.7,0m 5.7s,-23.76208747,-46.59735556,P-GPS,3.9,1.2,4.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,4,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-1.1,1.7,0.2,-37.2,322.8,1024,1024,1024,1024,1568,,,,,
57,5.8,0m 5.8s,-23.76208757,-46.59735564,P-GPS,4.6,1.4,4.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,4,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-1.6,3,0.2,-37.2,322.8,1024,1024,1024,1024,1575,,,,,
58,5.9,0m 5.9s,-23.76208764,-46.59735573,P-GPS,5.2,1.6,5.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,4,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-2,3.4,-0.2,-37.2,322.8,1024,1024,1024,1024,1583,,,,,
59,6,0m 6s,-23.76208774,-46.59735578,P-GPS,5.9,1.8,5.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8,4,98,16.419,0.022,4.103,4.092,4.114,4.11,0,0,-2.3,2.5,-0.6,-37.2,322.8,1024,1024,1024,1024,1559,,,,,
60,6.1,0m 6.1s,-23.76208784,-46.59735595,P-GPS,6.9,2.1,6.9,2.1,0.0,0.0,0.0,0.0,0.0,0.0,-23.76208751,-46.59735531,9,4,98,16.397,0.025,4.107,4.082,4.105,4.103,0,0,-2.5,1.7,-0.6,-37.1,322.9,1024,1024,1024,1024,1558,,,Home Point recorded. Return-to-Home Altitude:80M,,
61,6.2,0m 6.2s,-23.76208793,-46.59735616,P-GPS,7.5,2.3,7.5,2.3,0.0,0.0,0.0,0.0,0.4,0.1,-23.76208751,-46.59735531,9,4,98,16.397,0.025,4.107,4.082,4.105,4.103,0,0,-2.6,1.8,-0.4,-37.1,322.9,1024,1024,1024,1024,1562,,,,,
62,6.3,0m 6.3s,-23.76208797,-46.59735648,P-GPS,8.5,2.6,8.5,2.6,0.0,0.0,0.0,0.0,0.3,0.1,-23.76208751,-46.59735531,9,4,98,16.397,0.025,4.107,4.082,4.105,4.103,0,0,-2.6,2.6,-0.6,-37.1,322.9,1024,1024,1024,1024,1577,,,,,
63,6.4,0m 6.4s,-23.76208804,-46.59735676,P-GPS,9.2,2.8,9.2,2.8,0.0,0.0,0.0,0.0,0.4,0.1,-23.76208751,-46.59735531,9,4,98,16.397,0.025,4.107,4.082,4.105,4.103,0,0,-2.5,2.7,-0.7,-37.1,322.9,1024,1024,1024,1024,1577,,,,,
64,6.5,0m 6.5s,-23.76208816,-46.59735707,P-GPS,10.2,3.1,9.8,3.0,0.0,0.0,0.0,0.0,0.5,0.2,-23.76208751,-46.59735531,9,4,98,16.397,0.025,4.107,4.082,4.105,4.103,0,0,-2.5,2.2,-1.1,-37.1,322.9,1024,1024,1024,1024,1594,,,,,
65,6.6,0m 6.6s,-23.76208834,-46.59735734,P-GPS,10.8,3.3,10.8,3.3,0.0,0.0,0.0,0.0,0.8,0.2,-23.76208751,-46.59735531,9,4,98,16.397,0.025,4.107,4.082,4.105,4.103,0,0,-2.5,1.6,-0.5,-37.1,322.9,1024,1024,1024,1024,1616,,,,,
66,6.7,0m 6.7s,-23.76208846,-46.59735769,P-GPS,11.8,3.6,11.5,3.5,0.0,0.0,1.1,0.5,0.9,0.3,-23.76208751,-46.59735531,9,4,98,16.397,0.025,4.107,4.082,4.105,4.103,0,0,-2.5,1.5,0,-37.1,322.9,1024,1024,1024,1024,1644,,,,,
67,6.8,0m 6.8s,-23.76208856,-46.59735802,P-GPS,12.8,3.9,12.5,3.8,0.0,0.0,1.1,0.5,0.9,0.3,-23.76208751,-46.59735531,9,4,98,16.397,0.025,4.107,4.082,4.105,4.103,0,0,-2.7,1.5,0.6,-37.1,322.9,1024,1024,1024,1024,1667,,,,,
68,6.9,0m 6.9s,-23.76208865,-46.5973583,P-GPS,13.5,4.1,13.5,4.1,0.0,0.0,1.5,0.7,1.1,0.3,-23.76208751,-46.59735531,9,4,98,16.397,0.025,4.107,4.082,4.105,4.103,0,0,-3,1.3,0.6,-37,323,1024,1024,1024,1024,1667,,,,,
69,7,0m 7s,-23.76208875,-46.59735852,P-GPS,14.8,4.5,14.4,4.4,0.0,0.0,0.0,0.0,1.2,0.4,-23.76208751,-46.59735531,9,4,98,16.397,0.025,4.107,4.082,4.105,4.103,0,0,-3.4,1,0.2,-37.1,322.9,1024,1024,1024,1024,1684,,,,,
70,7.1,0m 7.1s,-23.76208868,-46.59735873,P-GPS,15.7,4.8,15.4,4.7,0.0,0.0,0.0,0.0,1.2,0.4,-23.76208751,-46.59735531,9,4,98,16.069,0.036,4.01,3.996,4.032,4.031,0,0,-3.8,1.6,-0.3,-37.1,322.9,1024,1024,1024,1024,1684,,,,,
71,7.2,0m 7.2s,-23.76208857,-46.59735895,P-GPS,17.1,5.2,16.7,5.1,0.0,0.0,0.0,0.0,1.2,0.4,-23.76208751,-46.59735531,9,4,98,16.069,0.036,4.01,3.996,4.032,4.031,0,0,-4.2,1.5,-0.7,-37,323,1024,1024,1024,1024,1684,,,,,
72,7.3,0m 7.3s,-23.76208846,-46.59735916,P-GPS,18.7,5.7,18.0,5.5,0.0,0.0,0.0,0.0,1.3,0.4,-23.76208751,-46.59735531,9,4,98,16.069,0.036,4.01,3.996,4.032,4.031,0,0,-4.5,1.9,-0.2,-37.1,322.9,1024,1024,1024,1024,1684,,,,,
73,7.4,0m 7.4s,-23.76208846,-46.59735937,P-GPS,20.0,6.1,19.7,6.0,0.2,0.1,0.0,0.0,1.4,0.4,-23.76208751,-46.59735531,9,4,98,16.069,0.036,4.01,3.996,4.032,4.031,-0.1,0,-4.7,1.1,0.5,-37.1,322.9,1024,1024,1024,1024,1684,,,,,
74,7.5,0m 7.5s,-23.76208852,-46.59735951,P-GPS,21.7,6.6,21.3,6.5,0.2,0.1,1.1,0.5,1.5,0.4,-23.76208751,-46.59735531,9,4,98,16.069,0.036,4.01,3.996,4.032,4.031,0,0,-4.8,1.2,0.4,-37.1,322.9,1024,1024,1024,1024,1684,,,,,
75,7.6,0m 7.6s,-23.76208863,-46.59735966,P-GPS,23.3,7.1,23.0,7.0,0.0,0.0,0.0,0.0,1.5,0.5,-23.76208751,-46.59735531,9,4,98,16.069,0.036,4.01,3.996,4.032,4.031,0,0,-4.9,1.5,0.5,-37.1,322.9,1024,1024,1024,1024,1684,,,,,
76,7.7,0m 7.7s,-23.76208881,-46.59735971,P-GPS,24.9,7.6,24.3,7.4,0.0,0.0,1.1,0.5,1.6,0.5,-23.76208751,-46.59735531,9,4,98,16.069,0.036,4.01,3.996,4.032,4.031,0,0,-4.9,1.6,0.4,-37.1,322.9,1024,1024,1024,1024,1684,,,,,
77,7.8,0m 7.8s,-23.76208898,-46.59735977,P-GPS,26.6,8.1,25.9,7.9,0.0,0.0,0.0,0.0,1.6,0.5,-23.76208751,-46.59735531,9,4,98,16.069,0.036,4.01,3.996,4.032,4.031,0,0,-5,1,0.3,-37.1,322.9,1024,1024,1024,1024,1684,,,,,
78,7.9,0m 7.9s,-23.76208918,-46.59735974,P-GPS,28.2,8.6,27.6,8.4,0.0,0.0,0.0,0.0,1.6,0.5,-23.76208751,-46.59735531,9,4,98,16.069,0.036,4.01,3.996,4.032,4.031,0,0,-5,0.9,-0.4,-37,323,1024,1024,1024,1024,1684,,,,,
79,8,0m 8s,-23.76208932,-46.59735975,P-GPS,29.9,9.1,29.2,8.9,0.0,0.0,0.0,0.0,1.6,0.5,-23.76208751,-46.59735531,9,4,98,16.069,0.036,4.01,3.996,4.032,4.031,0,0,-5,0.4,-1.3,-37,323,1024,1024,1024,1024,1684,,,,,
80,8.1,0m 8.1s,-23.76208947,-46.59735973,P-GPS,31.5,9.6,30.8,9.4,0.0,0.0,1.1,0.5,1.6,0.5,-23.76208751,-46.59735531,9,4,98,15.947,0.034,3.994,3.963,3.993,3.997,0,0,-5,0.8,-0.9,-37,323,1024,1024,1024,1024,1684,,,,,
81,8.2,0m 8.2s,-23.76208958,-46.59735979,P-GPS,33.1,10.1,32.5,9.9,0.0,0.0,0.0,0.0,1.6,0.5,-23.76208751,-46.59735531,9,4,98,15.947,0.034,3.994,3.963,3.993,3.997,0,0,-5,1.7,-0.2,-37,323,1024,1024,1024,1024,1684,,,,,
82,8.3,0m 8.3s,-23.76208974,-46.59735981,P-GPS,34.8,10.6,34.1,10.4,0.0,0.0,0.0,0.0,1.7,0.5,-23.76208751,-46.59735531,9,4,98,15.947,0.034,3.994,3.963,3.993,3.997,0,0,-5,2.4,-0.4,-37,323,1024,1024,1024,938,1684,,,,,
83,8.4,0m 8.4s,-23.76208992,-46.59735989,P-GPS,36.4,11.1,35.8,10.9,0.0,0.0,0.0,0.0,1.8,0.5,-23.76208751,-46.59735531,9,4,98,15.947,0.034,3.994,3.963,3.993,3.997,0,0,-5,2,-0.7,-36.9,323.1,1024,1024,1024,970,1684,,,,,
84,8.5,0m 8.5s,-23.76209015,-46.59735997,P-GPS,38.1,11.6,37.4,11.4,0.2,0.1,0.0,0.0,1.8,0.6,-23.76208751,-46.59735531,9,4,98,15.947,0.034,3.994,3.963,3.993,3.997,0,-0.1,-5,1.9,0.8,-36.9,323.1,1024,1024,1024,997,1684,,,,,
85,8.6,0m 8.6s,-23.76209034,-46.59736009,P-GPS,39.7,12.1,39.0,11.9,0.2,0.1,0.0,0.0,1.9,0.6,-23.76208751,-46.59735531,9,4,98,15.947,0.034,3.994,3.963,3.993,3.997,0,-0.1,-5,3.1,2.2,-37,323,1024,1024,1024,984,1684,,,,,
86,8.7,0m 8.7s,-23.76209041,-46.59736013,P-GPS,41.3,12.6,40.7,12.4,0.2,0.1,0.0,0.0,1.9,0.6,-23.76208751,-46.59735531,9,4,98,15.947,0.034,3.994,3.963,3.993,3.997,0.1,0,-5,3.8,0.6,-36.9,323.1,1024,1024,1024,1003,1684,,,,,
87,8.8,0m 8.8s,-23.76209042,-46.59736017,P-GPS,43.0,13.1,42.0,12.8,0.2,0.1,0.0,0.0,1.9,0.6,-23.76208751,-46.59735531,9,4,98,15.947,0.034,3.994,3.963,3.993,3.997,0.1,0,-5,3.1,-0.8,-36.8,323.2,1024,1024,1024,1010,1684,,,,,
88,8.9,0m 8.9s,-23.76209028,-46.59736021,P-GPS,44.6,13.6,43.6,13.3,0.3,0.1,0.0,0.0,1.9,0.6,-23.76208751,-46.59735531,9,4,98,15.947,0.034,3.994,3.963,3.993,3.997,0.1,-0.1,-5,3.1,-0.6,-36.8,323.2,1024,1024,1024,1012,1684,,,,,
