Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,BatteryCell4Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
19,2.2,0m 2.2s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.899,0.008,4.226,4.228,4.225,4.22,0,0,0,-3.7,1,-172,188,0,0,0,0,0,,,,,
20,2.3,0m 2.3s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.899,0.008,4.226,4.228,4.225,4.22,0,0,0,-1.2,1.1,-171.6,188.4,0,0,0,0,0,,,,,
21,2.4,0m 2.4s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.899,0.008,4.226,4.228,4.225,4.22,0,0,-0.1,2.2,2,-171.4,188.6,0,0,0,0,0,,,,,
22,2.5,0m 2.5s,0,0,Auto Takeoff,0.0,0.0,0.3,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.899,0.008,4.226,4.228,4.225,4.22,0,-0.1,-0.3,2.3,1.9,-171.4,188.6,0,0,0,0,0,,,,,
23,2.6,0m 2.6s,0,0,Auto Takeoff,0.0,0.0,0.7,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.899,0.008,4.226,4.228,4.225,4.22,0.1,-0.1,-0.4,0.8,-0.1,-171.4,188.6,0,0,0,0,0,,,,,
24,2.7,0m 2.7s,0,0,Auto Takeoff,0.3,0.1,0.7,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.899,0.008,4.226,4.228,4.225,4.22,0.1,-0.1,-0.5,-0.4,-1.7,-171.4,188.6,0,0,0,0,0,,,,,
25,2.8,0m 2.8s,0,0,Auto Takeoff,0.7,0.2,1.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.899,0.008,4.226,4.228,4.225,4.22,0.1,-0.1,-0.6,-0.9,-2.2,-171.3,188.7,0,0,0,0,0,,,,,
26,2.9,0m 2.9s,0,0,Auto Takeoff,0.7,0.2,1.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.899,0.008,4.226,4.228,4.225,4.22,0.1,-0.1,-0.6,-1.3,-2.2,-171.2,188.8,0,0,0,0,0,,,,,
27,3,0m 3s,0,0,Auto Takeoff,1.0,0.3,1.3,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.899,0.008,4.226,4.228,4.225,4.22,0.1,-0.1,-0.6,-1.6,-1.7,-171.1,188.9,1024,1024,1024,1024,1085,,,,,
28,3.1,0m 3.1s,0,0,Auto Takeoff,1.0,0.3,1.3,0.4,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.899,0.008,4.226,4.228,4.225,4.22,0.1,0,-0.5,-1.5,-1.7,-171.2,188.8,1024,1024,1024,1024,1217,,,,,
29,3.2,0m 3.2s,0,0,Auto Takeoff,1.3,0.4,1.6,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.638,0.015,4.156,4.168,4.161,4.153,0.1,0,-0.5,-1.7,-2.1,-171.2,188.8,1024,1024,1024,1024,1270,,,,,
30,3.3,0m 3.3s,0,0,Auto Takeoff,1.3,0.4,1.6,0.5,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.638,0.015,4.156,4.168,4.161,4.153,0.1,0,-0.4,-2,-2.2,-171.3,188.7,1024,1024,1024,1024,1322,,,,,
31,3.4,0m 3.4s,0,0,Auto Takeoff,1.6,0.5,2.0,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.638,0.015,4.156,4.168,4.161,4.153,0.1,0,-0.3,-1.8,-1.4,-171.3,188.7,1024,1024,1024,1024,1350,,,,,
32,3.5,0m 3.5s,0,0,Auto Takeoff,1.6,0.5,2.0,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.638,0.015,4.156,4.168,4.161,4.153,0.1,0,-0.4,-2.1,-1.1,-171.3,188.7,1024,1024,1024,1024,1426,,,,,
33,3.6,0m 3.6s,0,0,Auto Takeoff,2.0,0.6,2.0,0.6,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.638,0.015,4.156,4.168,4.161,4.153,0.1,0,-0.4,-2.3,-1,-171.3,188.7,1024,1024,1024,1024,1426,,,,,
34,3.7,0m 3.7s,0,0,Auto Takeoff,2.0,0.6,2.3,0.7,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.638,0.015,4.156,4.168,4.161,4.153,0.1,0,-0.5,-2.5,-0.9,-171.2,188.8,1024,1024,1024,1024,1570,,,,,
35,3.8,0m 3.8s,0,0,Auto Takeoff,2.3,0.7,2.6,0.8,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.638,0.015,4.156,4.168,4.161,4.153,0.1,0,-0.8,-2.5,-1.4,-171.3,188.7,1024,1024,1024,1024,1628,,,,,
36,3.9,0m 3.9s,0,0,Auto Takeoff,2.6,0.8,3.0,0.9,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.638,0.015,4.156,4.168,4.161,4.153,0.1,0,-1.1,-2.4,-1.9,-171.3,188.7,1024,1024,1024,1024,1593,,,,,
37,4,0m 4s,0,0,Auto Takeoff,3.0,0.9,3.3,1.0,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.638,0.015,4.156,4.168,4.161,4.153,0.1,0,-1.5,-2.8,-1.9,-171.3,188.7,1024,1024,1024,1024,1472,,,,,
38,4.1,0m 4.1s,0,0,P-GPS,3.6,1.1,3.9,1.2,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.638,0.015,4.156,4.168,4.161,4.153,0.1,0,-1.9,-3.2,-1.4,-171.3,188.7,1024,1024,1024,1024,1333,,,,,
39,4.2,0m 4.2s,0,0,P-GPS,4.3,1.3,4.6,1.4,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.168,0.015,4.038,4.05,4.045,4.035,0.1,0,-2,-4.6,-2.1,-171.3,188.7,1024,1119,1024,1024,1194,,,,,
40,4.3,0m 4.3s,0,0,P-GPS,4.9,1.5,4.9,1.5,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.168,0.015,4.038,4.05,4.045,4.035,0.1,0,-1.8,-5.4,-2.2,-171.4,188.6,1024,1229,1024,1024,1127,,,,,
41,4.4,0m 4.4s,0,0,P-GPS,5.6,1.7,5.6,1.7,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.168,0.015,4.038,4.05,4.045,4.035,0.1,0,-1.4,-3.5,-0.8,-171.5,188.5,1024,1305,1024,1024,1091,,,,,
42,4.5,0m 4.5s,0,0,P-GPS,5.9,1.8,5.9,1.8,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.168,0.015,4.038,4.05,4.045,4.035,0.1,0,-0.9,-2.6,-0.3,-171.5,188.5,1024,1316,1024,1024,1030,,,,,
43,4.6,0m 4.6s,0,0,P-GPS,6.2,1.9,5.9,1.8,0.4,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.168,0.015,4.038,4.05,4.045,4.035,0.2,0,-0.5,-2.8,-0.2,-171.4,188.6,1024,1320,1024,1024,1024,,,,,
44,4.7,0m 4.7s,0,0,P-GPS,6.2,1.9,6.2,1.9,0.4,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.168,0.015,4.038,4.05,4.045,4.035,0.2,0,-0.2,-2.8,-0.6,-171.5,188.5,1024,1323,1024,1024,1024,,,,,
45,4.8,0m 4.8s,0,0,P-GPS,6.2,1.9,6.2,1.9,0.4,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.168,0.015,4.038,4.05,4.045,4.035,0.2,0,0,-2.9,-0.6,-171.5,188.5,1024,1318,1024,1024,1024,,,,,
46,4.9,0m 4.9s,0,0,P-GPS,6.2,1.9,6.2,1.9,0.4,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.168,0.015,4.038,4.05,4.045,4.035,0.2,0,0,-3.5,-0.7,-171.3,188.7,1024,1298,1024,1024,1024,,,,,
47,5,0m 5s,0,0,P-GPS,6.2,1.9,6.2,1.9,0.4,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.168,0.015,4.038,4.05,4.045,4.035,0.2,0,0.1,-3.6,-0.7,-171.4,188.6,1024,1264,1024,1024,1024,,,,,
48,5.1,0m 5.1s,0,0,P-GPS,6.2,1.9,6.2,1.9,0.4,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.168,0.015,4.038,4.05,4.045,4.035,0.2,0,0.1,-3.6,-0.5,-171.4,188.6,1024,1140,1024,1024,1025,,,,,
49,5.2,0m 5.2s,0,0,P-GPS,6.2,1.9,6.2,1.9,0.4,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.2,0,0,-3.7,-0.5,-171.4,188.6,1024,1024,1024,1024,1050,,,,,
50,5.3,0m 5.3s,0,0,P-GPS,5.9,1.8,6.2,1.9,0.4,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.2,-0.1,0,-3.4,-1,-171.4,188.6,1024,1024,1024,1024,1066,,,,,
51,5.4,0m 5.4s,0,0,P-GPS,5.9,1.8,6.2,1.9,0.5,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.2,-0.1,0,-3,-1.2,-171.3,188.7,1024,1024,1024,1024,1024,,,,,
52,5.5,0m 5.5s,0,0,P-GPS,5.9,1.8,6.2,1.9,0.7,0.3,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.3,-0.1,0,-3,-1.3,-171.3,188.7,1024,1024,1024,1024,1024,,,,,
53,5.6,0m 5.6s,0,0,P-GPS,5.9,1.8,6.2,1.9,0.7,0.3,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.3,-0.1,0,-3.4,-1.8,-171.3,188.7,1024,1024,1024,1024,1024,,,,,
54,5.7,0m 5.7s,0,0,P-GPS,5.9,1.8,6.2,1.9,0.5,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.2,-0.1,0,-4,-2,-171.3,188.7,1024,1024,1024,1024,1103,,,,,
55,5.8,0m 5.8s,0,0,P-GPS,5.9,1.8,6.2,1.9,0.5,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.2,-0.1,0,-4.4,-2.1,-171.3,188.7,1024,1024,1024,1024,1260,,,,,
56,5.9,0m 5.9s,0,0,P-GPS,5.9,1.8,6.2,1.9,0.4,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.2,0,0,-4.7,-2.2,-171.2,188.8,1024,1024,1024,1024,1285,,,,,
57,6,0m 6s,0,0,P-GPS,5.9,1.8,6.2,1.9,0.4,0.2,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.2,0,0,-4.5,-2,-171.3,188.7,1024,1024,1024,1024,1298,,,,,
58,6.1,0m 6.1s,0,0,P-GPS,5.9,1.8,6.2,1.9,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.1,0,0,-4,-1.7,-171.3,188.7,1024,1024,1024,1024,1375,,,,,
59,6.2,0m 6.2s,0,0,P-GPS,5.9,1.8,6.2,1.9,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.1,0,-0.1,-3.5,-1.4,-171.4,188.6,1024,1024,1024,1024,1397,,,,,
60,6.3,0m 6.3s,0,0,P-GPS,6.2,1.9,6.2,1.9,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.1,0,-0.2,-3.4,-2,-171.4,188.6,1024,1024,1024,1024,1382,,,,,
61,6.4,0m 6.4s,0,0,P-GPS,6.2,1.9,6.2,1.9,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.1,0,-0.3,-3.4,-2.5,-171.4,188.6,1024,1024,1024,1024,1384,,,,,
62,6.5,0m 6.5s,0,0,P-GPS,6.2,1.9,6.2,1.9,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.1,0,-0.4,-3.9,-2.6,-171.3,188.7,1024,1024,1024,1024,1331,,,,,
63,6.6,0m 6.6s,0,0,P-GPS,6.6,2.0,6.6,2.0,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.1,0,-0.5,-4.3,-2.4,-171.3,188.7,1024,1024,1024,1024,1388,,,,,
64,6.7,0m 6.7s,0,0,P-GPS,6.6,2.0,6.6,2.0,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.1,0,-0.5,-4.7,-2.1,-171.3,188.7,1024,1024,1024,1024,1529,,,,,
65,6.8,0m 6.8s,0,0,P-GPS,6.9,2.1,6.9,2.1,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.1,0,-0.4,-4.4,-2.1,-171.3,188.7,1024,1024,1024,1024,1547,,,,,
66,6.9,0m 6.9s,0,0,P-GPS,6.9,2.1,6.9,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0,0,-0.6,-3.1,-1.7,-171.2,188.8,1024,1024,1024,1024,1569,,,,,
67,7,0m 7s,0,0,P-GPS,7.2,2.2,7.2,2.2,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.1,0,-1,-2.6,-1.1,-171,189,1024,1024,1024,1024,1532,,,,,
68,7.1,0m 7.1s,0,0,P-GPS,7.5,2.3,7.5,2.3,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0.1,0,-1.4,-3.9,-1,-171,189,1024,1024,1024,1024,1528,,,,,
69,7.2,0m 7.2s,0,0,P-GPS,8.2,2.5,8.2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0,0,-1.6,-5.7,-1.4,-171.1,188.9,1024,1024,1024,1024,1584,,,,,
70,7.3,0m 7.3s,0,0,P-GPS,8.9,2.7,8.5,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0,0,-1.7,-5.2,-0.6,-171.2,188.8,1024,1024,1024,1024,1543,,,,,
71,7.4,0m 7.4s,0,0,P-GPS,9.5,2.9,9.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0,0,-1.8,-3.6,-0.8,-171.3,188.7,1024,1024,1024,1024,1531,,,,,
72,7.5,0m 7.5s,0,0,P-GPS,10.2,3.1,9.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0,0,-1.9,-3.1,-1.9,-171.2,188.8,1024,1024,1024,1024,1588,,,,,
73,7.6,0m 7.6s,0,0,P-GPS,10.5,3.2,10.2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0,0,-1.7,-3.3,-1.9,-171.2,188.8,1024,1024,1024,1024,1613,,,,,
74,7.7,0m 7.7s,0,0,P-GPS,11.2,3.4,10.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0,0,-1.9,-2.5,-1.9,-171.1,188.9,1024,1024,1024,1024,1666,,,,,
75,7.8,0m 7.8s,0,0,P-GPS,11.8,3.6,11.5,3.5,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,-0.1,0,-2.1,-1.9,-1.5,-171,189,1024,1024,1024,1024,1684,,,,,
76,7.9,0m 7.9s,0,0,P-GPS,12.5,3.8,12.1,3.7,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,0,0.1,-2.4,-2.3,-0.1,-171.2,188.8,1024,1024,1024,1024,1684,,,,,
77,8,0m 8s,0,0,P-GPS,13.5,4.1,13.1,4.0,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,-0.1,0,-2.7,-2.2,1.4,-171.4,188.6,1024,1024,1024,1024,1684,,,,,
78,8.1,0m 8.1s,0,0,P-GPS,14.4,4.4,14.1,4.3,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.266,0.01,4.06,4.07,4.07,4.066,-0.1,0,-2.8,-1.4,1.7,-171.5,188.5,1024,1024,1024,1024,1684,,,,,
79,8.2,0m 8.2s,0,0,P-GPS,15.4,4.7,14.8,4.5,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.024,0.026,4.008,4.014,4.014,3.988,-0.1,0,-2.7,-0.6,0.7,-171.5,188.5,1024,1024,1024,1024,1684,,,,,
80,8.3,0m 8.3s,0,0,P-GPS,16.1,4.9,15.7,4.8,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.024,0.026,4.008,4.014,4.014,3.988,-0.1,0,-2.6,-0.2,0.4,-171.3,188.7,1024,1024,1024,1024,1684,,,,,
81,8.4,0m 8.4s,0,0,P-GPS,17.1,5.2,16.4,5.0,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.024,0.026,4.008,4.014,4.014,3.988,-0.1,0,-2.4,-0.3,0.9,-171.5,188.5,1024,1024,1024,1024,1684,,,,,
82,8.5,0m 8.5s,0,0,P-GPS,17.7,5.4,17.4,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.024,0.026,4.008,4.014,4.014,3.988,0,0,-2.2,-1.1,0.8,-171.4,188.6,1024,1024,1024,1024,1684,,,,,
83,8.6,0m 8.6s,0,0,P-GPS,18.4,5.6,18.0,5.5,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.024,0.026,4.008,4.014,4.014,3.988,-0.1,0,-1.9,-0.7,0.9,-171.4,188.6,1024,1024,1024,1024,1684,,,,,
84,8.7,0m 8.7s,0,0,P-GPS,19.0,5.8,18.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.024,0.026,4.008,4.014,4.014,3.988,0,0,-1.7,0.1,0,-171.5,188.5,1024,1024,1024,1024,1684,,,,,
85,8.9,0m 8.9s,0,0,P-GPS,20.0,6.1,19.4,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.024,0.026,4.008,4.014,4.014,3.988,0,0,-1.4,-1.3,-0.3,-171.5,188.5,1024,1024,1024,1024,1684,,,,,
86,9,0m 9s,0,0,P-GPS,20.7,6.3,20.0,6.1,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,16.024,0.026,4.008,4.014,4.014,3.988,0.1,0,-1.3,-2.7,-0.2,-171.3,188.7,1024,1024,1024,1024,1684,,,,,
87,9.1,0m 9.1s,0,0,P-GPS,21.0,6.4,20.3,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,16.024,0.026,4.008,4.014,4.014,3.988,0,0,-1.2,-3.5,-0.6,-171.4,188.6,1024,1024,1024,1024,1684,,,,,
88,9.2,0m 9.2s,0,0,P-GPS,21.3,6.5,20.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,15.889,0.057,3.985,3.988,3.985,3.931,0,0,-1.2,-3.6,-0.6,-171.5,188.5,1024,1024,1024,1024,1684,,,,,
89,9.3,0m 9.3s,0,0,P-GPS,21.7,6.6,21.3,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,15.889,0.057,3.985,3.988,3.985,3.931,0,0,-1.1,-3.7,-1,-171.5,188.5,1024,1024,1024,1024,1684,,,,,
90,9.4,0m 9.4s,0,0,P-GPS,22.0,6.7,21.7,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,0,97,15.889,0.057,3.985,3.988,3.985,3.931,0,0,-1,-3.6,-1.7,-171.5,188.5,1024,1024,1024,1024,1684,,,,,
91,9.5,0m 9.5s,0,0,P-GPS,22.3,6.8,22.0,6.7,0.2,0.1,0.0,0.0,0.0,0.0,0,0,6,0,97,15.889,0.057,3.985,3.988,3.985,3.931,0.1,0,-0.9,-4,-1.4,-171.4,188.6,1024,1024,1024,1024,1684,,,,,
